,date,time,tempC,weatherDesc,precipMM,humidity,pressure,cloudcover,windspeedKmph,visibility,uvIndex,moon_illumination,city
221,2018-02-27,18,0,Clear,0.0,62,1010,4,15,10,2,85,rome
222,2018-02-28,0,-2,Cloudy,0.0,62,1013,29,11,10,2,93,rome
223,2018-02-28,6,-3,Cloudy,0.0,64,1015,30,12,10,2,93,rome
224,2018-02-28,12,6,Cloudy,0.0,40,1016,58,6,10,2,93,rome
225,2018-03-01,0,3,Rain,1.0,85,1014,100,19,9,2,96,rome
226,2018-03-01,18,10,Cloudy,0.0,90,1000,59,20,10,2,96,rome
227,2018-03-02,0,10,Cloudy,0.0,93,999,48,14,10,4,100,rome
228,2018-03-02,6,10,Rain,1.0,95,997,67,15,10,4,100,rome
229,2018-03-02,12,15,Sunny,2.1,65,997,0,27,10,4,100,rome
230,2018-03-02,18,11,Rain,0.2,59,1000,37,25,9,4,100,rome
231,2018-03-03,0,10,Clear,0.0,76,1003,5,3,10,4,89,rome
232,2018-03-03,6,8,Cloudy,0.1,78,1002,55,15,10,4,89,rome
233,2018-03-03,12,12,Rain,4.9,87,997,80,22,6,4,89,rome
234,2018-03-03,18,12,Rain,4.3,86,997,21,15,7,4,89,rome
235,2018-03-04,0,11,Rain,2.1,89,1002,53,2,10,3,82,rome
236,2018-03-04,6,9,Sunny,0.0,84,1004,10,9,10,3,82,rome
237,2018-03-04,12,13,Cloudy,0.0,68,1003,77,8,10,3,82,rome
238,2018-03-04,18,10,Rain,5.2,88,1002,100,11,7,3,82,rome
239,2018-03-05,0,10,Rain,4.5,85,999,96,14,7,2,74,rome
240,2018-03-05,6,9,Rain,2.5,84,995,69,12,9,2,74,rome
241,2018-03-05,12,10,Rain,7.1,89,993,83,12,7,2,74,rome
242,2018-03-05,18,9,Rain,7.0,90,993,63,3,8,2,74,rome
243,2018-03-06,0,9,Cloudy,0.1,91,995,74,12,10,3,67,rome
244,2018-03-06,6,10,Rain,2.6,92,992,97,15,7,3,67,rome
245,2018-03-06,12,10,Rain,11.0,87,993,80,6,5,3,67,rome
246,2018-03-06,18,11,Rain,1.9,83,996,76,8,10,3,67,rome
247,2018-03-07,0,10,Rain,1.4,89,1001,17,6,9,3,60,rome
248,2018-03-07,6,9,Rain,0.7,87,1003,52,9,10,3,60,rome
249,2018-03-07,12,14,Rain,3.0,66,1003,84,19,7,3,60,rome
250,2018-03-07,18,10,Rain,4.5,84,1002,100,5,7,3,60,rome
251,2018-03-08,0,9,Rain,1.7,80,1008,10,5,9,3,53,rome
252,2018-03-08,6,8,Sunny,0.0,79,1011,0,8,10,3,53,rome
